"patch","catch","Ar","allonnet","ann_tmax_c","AreaSqKM","aug_prcp_mm","impervious","surfcoarse","patch.AreaSqKM","patch.complexity","patch.habitat"
310,201489507,4.91203792703888,1.11587692605431,0.548717982702719,0.404606989478127,-0.911392028501701,-0.700368805133749,-0.0590792174401952,-0.407186435657723,-0.0531907050367926,3.6381599153603
313,201489526,5.16090574089591,-0.233586454826512,0.545477905384365,-1.13799596255339,-1.05347251872463,2.91106220855576,1.059488750826,-1.30019489317292,-1.57397151347319,1.84914741079857
316,201489732,3.41953857563274,-0.815079547463105,0.22973438838974,0.150745720513986,-0.746426379758346,2.59812962329226,0.19526928907476,-2.01685103077819,2.38408714689439,0.59668967082428
327,201489683,3.87723660037731,0.770145231316173,-0.678262084623991,-0.32864868798744,-0.286599466828556,-0.799982161938763,-0.530001070282602,-0.668142005856666,0.290610133956505,3.17456722837589
337,201490416,4.81966571048775,1.12459197840918,-0.185770581675975,2.47237532154637,-0.446923639332159,0.609006731646132,1.09086340065436,1.6986787002099,0.261769317902474,7.44269220413194
337,201490613,5.68751863516246,0.907319495013445,0.263863843528633,1.70610624626277,-0.939922397997274,0.245813235366082,0.817245229863251,1.6986787002099,0.261769317902474,7.44269220413194
341,201489941,4.77000858379151,0.838797834375952,0.969794824765562,1.17002401098086,-0.102612000524071,0.723629843400886,1.61860390668559,-0.102788163946367,0.0507277909039246,4.27388125627184
365,201490308,5.10992090250905,-0.683840416486038,-0.463463160134034,0.626095603386647,-0.218380812010852,-0.706057042807159,-0.294297617086084,-0.0342980733734294,-0.919788558850792,4.15493817995172
377,201489879,5.48419384942974,2.23724921710708,2.04755834988121,0.0770220301587018,-0.539806734208556,0.00119983399441896,1.50155323923022,-0.309224191287539,-0.656101097785359,3.5532969608485
383,201489961,2.75346348207728,-1.33755057841343,-0.248704882809848,-0.740876274234615,0.110974921495642,0.964392739222429,0.367922297477656,-1.01522524253654,-1.57397151347319,2.28823358499385
394,201490600,5.16889238923415,0.441582627812689,-1.90046113535585,2.25487168068911,1.73707453327784,-0.672025615692284,-0.230152928263607,1.07587763947985,0.714982141608686,6.34226632362867
394,201490271,5.48554908450407,0.572316675642171,-2.29483071851195,0.19400225023395,2.10758930870392,-0.51642291358618,-0.687684758977178,1.07587763947985,0.714982141608686,6.34226632362867
400,201489974,4.76208738626553,1.49972719909813,-1.9006521911644,0.176767480110796,1.32997833091077,-0.856695015510896,-0.0212210118714746,-0.874521224501877,-0.159855945363608,2.56737847936995
407,201490256,5.9419680734337,0.656592676242493,1.08352192209726,1.31499197187815,0.0927261896337673,0.851177973534738,1.39505358199722,0.135149739929801,-0.370439681631141,4.40104020270545
409,201490302,4.68925908868676,0.376356075871696,0.716314041340461,0.629766726980769,-0.810724905554222,0.62295041341411,0.152219502167616,-1.21548693534656,-0.541653415031265,2.48516301025818
411,201490043,5.0219387440921,2.3419270009473,-0.601686180468141,0.116472831377922,1.26384221301295,-0.30650621644291,-1.26829831475299,-0.268007752579778,-0.386920147947731,4.41975829662434
435,201490322,5.46624927701667,-0.538872764181875,1.46446135441552,-1.19215521694101,-0.328822713141169,2.57246701037197,2.35047313429064,-1.33905910528717,-1.57397151347319,1.68932023432345
440,201490550,5.31493813251806,0.570598915119809,0.194169199180353,-0.00605232003606085,-0.520726716580151,-0.21153365494194,-0.329810518125809,1.00223989455513,-0.216164205278622,6.34422841968602
465,201490776,5.8714649085608,-0.686625465876749,-0.183168375296698,-0.398068852688322,1.71597628772355,-0.526245490638993,0.623601066566388,-0.76922960437722,-1.57397151347319,2.67196302406589
466,201491083,5.93339675227262,-1.8039785886896,0.144732920650567,-1.24311434654914,1.65162861157885,-0.802868098935614,1.47399009915415,1.58512372441816,1.03635123478218,7.27512937925022
492,201490831,3.51305134154978,-0.0178860410413121,0.73320228552764,-1.03499478627275,-0.742707813042638,0.289760175239348,0.251241982788069,-0.582324832585656,-0.402485032802287,3.04429465082958
496,201490796,3.13254270733952,-0.761709670478082,-0.449523310513219,-1.07303965467571,-0.829603115792349,-1.06733613290318,0.0906044328336,-1.25358280893983,-1.57397151347319,2.1337074768894
523,201491172,3.39791114313478,1.10778496777076,0.323048222591291,0.540685759521805,-0.704782466705415,-0.20121039019349,-0.866707444693714,0.252499588252595,-0.0422037274923996,4.96160076579234
546,201491624,5.27987591179474,0.879727677838533,0.95399239931707,0.84781871108699,-0.869693182636345,-0.470163833750464,-0.774445349829519,0.352862708067743,0.0273804636220895,5.01352584235707
550,201491424,4.74903467269575,-0.497944979354131,0.971397134444317,-0.763382036613244,1.20178543699737,1.0996845442874,1.17953667216856,-1.03137518279635,-1.57397151347319,2.2505413865915
557,201491359,4.84375717496018,0.739771703021962,1.39570310389173,0.0707859158282309,0.19750271183774,2.26471304441959,1.27541000143729,-0.432783481171885,-1.57397151347319,3.10330815747043
558,201491415,4.49776909173556,0.951898052163039,1.43976227153625,0.939433842485527,0.0789762751407033,1.88783086315316,1.46877753858402,-1.00868480171839,-0.480309457075071,2.66250816664335
617,201491663,3.53611809159833,0.877952399462002,-1.27427374545574,-1.26425558011271,0.500611458133066,-0.137754175085594,0.870422103462083,1.17769385873637,0.314873042700374,6.71494270968373
623,201491947,4.53704183164351,0.575507895299413,2.27571925518466,-0.268924091284274,0.3564254535251,0.184633693465514,-1.07216307566282,-0.676556441546612,-0.116823616648069,2.74275764540362
627,201492065,4.96164323330938,-0.71745866657295,0.336529034175084,0.384941780263461,-0.578698562322999,0.04337796491983,1.51967110355979,-0.151372185202725,0.422453864489222,4.02340837908935
636,201492176,4.58096357742868,-1.87900635278665,0.74330702642439,-0.0835180181584017,0.724152194229083,0.122109081150902,-1.02385548534794,-0.215781553908962,0.321739903665619,4.01051168996947
636,201492318,4.64344290823176,-0.395182064645124,0.457689187251733,1.71155625257884,0.79591580413685,0.38547945371737,0.479945982050991,-0.215781553908962,0.321739903665619,4.01051168996947
640,201491902,4.4815080975312,0.73266229996506,1.14511333911375,1.53064576833865,-0.945736230432817,-0.234259176868987,0.326389084343221,1.00107029177329,0.119854191287397,6.12238899618676
640,201492061,4.84681829093231,0.361135268773403,1.28420606104757,2.13192321715432,-1.0208973480424,-0.248712383214651,0.259843266818828,1.00107029177329,0.119854191287397,6.12238899618676
673,201492014,4.73928249599491,0.0293117457260108,-0.47713482478009,0.478558116108938,0.249031744720673,-0.983185608071884,1.06685534194918,-0.14016968016602,0.0131889509605819,3.86165452747654
696,201492280,4.19895429490208,1.29556265998937,0.552251915754383,0.0949873593271845,0.654887663817005,-0.226652445960129,0.465174709937579,-0.176993860065603,-1.12945671365629,4.39563253321612
706,201492240,5.27828181344149,-0.336046768232142,0.399801493053839,0.356652874536836,-0.289405297733085,-0.400369706181888,1.06548267750388,-0.512496046210163,-0.332443050956782,3.05936796319933
744,201492641,4.6376287525443,0.0326432622726279,0.335424866326716,-0.604775201104301,-0.0469217082872472,-1.09133754572442,-1.26829831475299,0.15760492791974,-0.359452704086748,4.41384269004475
746,201492710,4.19083820346524,-1.96035680431059,1.68369581006659,-0.983950913148144,-0.558055785432987,3.08986871870158,1.91614063161039,-1.1896534992241,-1.57397151347319,2.07555192943632
759,201492734,3.02909741417263,-0.656985219840043,0.870032006244848,-0.53052607973745,0.454725069528286,2.66161910786863,1.15424348047395,-0.864279763880151,-1.57397151347319,2.81279192794972
784,201492733,4.2359921170097,0.21037336839925,0.320462044918996,-1.31863762058288,0.893494069332905,-0.528609027422828,1.07631559590989,-1.00530839727146,-0.976096818765806,3.23842048516827
837,201493051,4.11213499749249,-0.353374153483833,0.809798844790456,-0.230093050833507,0.486487323653103,2.78520822155689,-1.26829831475299,-1.33001980576769,0.535528175050266,1.73213138591048
886,201493654,4.34961883397703,0.216607853303184,1.12691217814544,0.0451802566277556,-1.09529417042712,-0.265968302735061,-0.529222995863344,-0.451157880556527,-1.57397151347319,3.28595677529167
939,201493741,3.39389926659372,-0.872464660242584,0.671105221543138,-1.34431224545189,1.51561867724095,0.284270466316871,1.48745505969185,-1.448245671786,-1.57397151347319,1.7089576505115
953,201494463,4.99367549648018,0.597642442849569,-0.0229474769871187,-0.934519246421008,1.0655659764511,-0.530886126062422,-1.26829831475299,1.87805749260566,0.161970938540904,7.99791997790258
982,201494048,4.62862935815995,0.264895748095615,0.135499682150257,0.871199897924323,1.40715480535645,-0.1347247944298,0.935674124855951,1.35919189107468,0.678816673858392,6.99291703147127
982,201494357,3.08037615074775,-2.44057567516508,0.36611324216609,-1.79523318442606,1.35590154962627,-0.568702804735018,1.20188415216604,1.35919189107468,0.678816673858392,6.99291703147127
1049,201494184,3.27978712231499,-0.917709050284182,1.34945678271145,-0.544200803528437,0.0478672667114973,0.658526694109672,0.55770620837838,-0.920012801380806,1.49002184921941,3.09516230691331
1097,201494722,5.37199143286698,-1.06902432252388,1.46212871134956,-0.595183463956352,1.40597073228082,-0.399662405901495,0.823354708658916,-0.20711131196817,1.59073581004301,3.79881906138487
1204,201494835,3.257716770086,-0.723791601101253,1.40888318314738,-0.866662652646884,0.155813861260883,0.136500369406727,1.27818758827809,-1.38200739336991,0.902218550594384,1.54768124209246
1331,201495535,3.21482858462008,-0.79070661072386,-0.074715085449439,-1.1595237807891,2.70454038719892,-1.07411104629002,-1.26829831475299,-0.499988211595098,-0.39836491622314,3.79494599717575
1349,201495688,3.68287340452393,2.1420309098995,1.74034891329446,-0.316726597305525,-0.727707320274373,-0.0440363466028277,-0.379717503497737,-0.937331980877673,-0.386462357216714,2.66277846559695
1363,201495646,4.10177793211649,0.977229830298467,1.0682658901465,0.268404980197203,0.208488737028411,0.96551939353378,-1.26829831475299,-2.25128021351441,4.73621592285653,0.245929684312081
1509,201496599,4.7203000897511,0.969333746090361,1.53502570042711,0.574359288984519,0.468663813776288,0.246245439423634,-0.24219764958032,0.322488593097335,-0.206550599927278,5.14132024447841
1528,201496766,4.04729802263993,-0.284399098325207,1.90757612038306,-0.235721798309054,0.7234417389043,-0.534240201248003,0.464794276898604,-0.547508463614475,-0.0115317485143025,3.46948875827021
1575,201490699,4.54879328580159,-0.437072689727194,0.597128313019341,1.47395313707865,-1.60423509639097,2.74224106794428,1.81163229608139,-0.918228626275011,-0.838759599460893,3.13620986500864
